"winner";"rated";"turns";"victory_status";"white_rating";"black_rating";"opening_ply";"matchtime";"increment";"ECO";"firstmove";"firstresponse";"diffELO";"king.moves";"queen.moves";"rook.moves";"knight.moves";"bishop.moves";"takes";"w.castle";"b.castle";"checks";"material"
"black";0;34;"outoftime";1500;1500;2;20;0;"A";"Unusual";"Unusual";0;0;-5;4;6;-3;-5;"no castle";"castle";0;4
"black";0;18;"resign";1500;1500;1;8;1;"A";"Unusual";"Unusual";0;0;-1;2;-2;-1;0;"no castle";"no castle";0;1
"black";1;20;"outoftime";1679;1640;2;30;0;"C";"Usual";"Usual";59.0293;0;1;-1;0;1;0;"no castle";"castle";-1;0
"black";1;42;"resign";1769;1624;3;10;0;"D";"Unusual";"Usual";222.7776;0;0;-1;0;-1;-2;"no castle";"no castle";-3;3
"black";1;126;"resign";1568;1622;2;10;3;"A";"Unusual";"Unusual";-79.58421;-9;-3;9;-1;3;-1;"castle";"castle";5;5
"white";1;51;"resign";1755;1630;9;5;12;"C";"Usual";"Usual";191.7412;-5;4;-3;4;-1;4;"castle";"castle";5;5
"white";1;67;"resign";1615;1731;5;10;60;"D";"Unusual";"Usual";-176.5404;0;8;-2;1;-1;1;"castle";"castle";0;-3
"black";1;46;"resign";1781;1598;3;5;8;"C";"Usual";"Usual";280.3705;1;-6;0;-1;4;-5;"no castle";"castle";-2;-7
"black";1;30;"resign";1625;1668;5;10;5;"D";"Unusual";"Usual";-64.73874;1;-1;2;-2;-2;-2;"no castle";"no castle";-1;2
"white";1;123;"resign";1980;1627;3;10;30;"C";"Usual";"Usual";565.6493;-10;3;-3;-6;17;0;"castle";"castle";1;9
"black";1;76;"resign";1555;1618;7;10;0;"C";"Usual";"Usual";-92.51789;4;-1;-10;0;2;-3;"castle";"castle";-2;2
"white";1;44;"resign";1614;1318;2;10;0;"A";"Unusual";"Unusual";412.6835;0;-2;-1;1;-2;-1;"castle";"no castle";-1;-2
"black";1;112;"mate";1587;1604;3;10;0;"C";"Usual";"Usual";-25.05953;18;-1;-3;0;-10;-3;"castle";"castle";-10;-15
"black";1;60;"outoftime";1608;1875;2;10;10;"A";"Unusual";"Unusual";-417.6302;0;0;2;4;-4;0;"castle";"castle";-1;6
"black";1;18;"resign";1347;1604;6;10;0;"C";"Usual";"Usual";-359.8159;1;-4;0;1;2;-2;"no castle";"no castle";-2;0
"black";1;49;"resign";1520;1595;3;10;0;"C";"Usual";"Usual";-108.7986;-1;3;-4;1;3;1;"castle";"castle";2;4
"white";1;69;"resign";1614;1607;8;15;15;"D";"Unusual";"Usual";10.38341;5;6;-3;0;-1;2;"castle";"castle";-3;0
"black";1;66;"resign";1589;1604;3;10;10;"D";"Unusual";"Usual";-22.1206;7;-5;-3;-3;-1;-4;"castle";"no castle";-5;-4
"black";1;50;"mate";1616;1802;4;15;15;"D";"Unusual";"Usual";-287.2042;0;1;1;-3;-1;-3;"castle";"castle";-1;4
"black";1;46;"resign";1474;1609;7;15;15;"C";"Usual";"Usual";-194.5049;1;-4;-4;0;3;-3;"castle";"castle";0;0
"black";1;60;"resign";1621;1566;4;15;15;"D";"Unusual";"Usual";81.00709;2;-2;-1;-7;2;-1;"castle";"no castle";-4;-5
"black";1;52;"resign";1631;1665;4;10;0;"D";"Unusual";"Usual";-51.22023;0;0;1;-1;0;-2;"castle";"castle";1;6
"black";1;52;"mate";1545;1622;9;10;0;"C";"Usual";"Usual";-112.9349;1;-5;5;-2;-1;-4;"castle";"no castle";-2;-1
"white";1;51;"mate";1636;1633;6;10;0;"C";"Usual";"Usual";4.494448;-2;1;0;3;1;-1;"castle";"castle";0;0
"white";1;27;"resign";1631;1284;4;5;5;"D";"Unusual";"Usual";481.9682;0;-1;1;-1;3;3;"no castle";"no castle";0;-15
"black";1;32;"resign";1743;1616;3;20;1;"C";"Usual";"Usual";193.7906;0;2;-2;0;-2;-1;"castle";"castle";0;4
"white";1;39;"resign";1600;1761;5;20;1;"D";"Unusual";"Usual";-245.7708;0;2;0;1;-1;-1;"castle";"castle";0;-3
"white";1;49;"resign";1629;1611;9;10;0;"C";"Usual";"Usual";26.80568;-5;-5;2;4;4;2;"castle";"no castle";4;-10
"black";1;158;"mate";1675;1597;7;10;0;"D";"Unusual";"Usual";116.9278;22;4;-31;-5;13;-3;"castle";"castle";-6;1
"white";1;51;"resign";1590;1461;2;10;0;"A";"Unusual";"Unusual";184.587;-1;1;-1;5;-2;1;"castle";"castle";2;-4
"black";1;94;"resign";1316;1586;3;10;0;"C";"Usual";"Usual";-373.9358;4;-7;4;2;-1;-2;"castle";"castle";0;-15
"black";1;102;"mate";1555;1569;6;10;0;"D";"Unusual";"Usual";-20.34793;11;-6;-2;-3;3;-2;"castle";"castle";-5;-25
"white";1;135;"mate";1555;1454;5;20;15;"D";"Unusual";"Usual";143.2131;-9;1;2;1;6;1;"castle";"castle";0;8
"white";1;55;"mate";1548;1567;9;10;0;"C";"Usual";"Usual";-27.56231;-3;-4;5;0;1;-1;"castle";"no castle";3;-4
"white";1;55;"resign";1555;1576;5;30;2;"D";"Unusual";"Usual";-30.56724;-3;-1;0;0;2;3;"castle";"no castle";2;-10
"black";1;95;"resign";1562;1715;6;5;9;"A";"Unusual";"Unusual";-229.5944;-9;1;3;3;-2;0;"castle";"castle";2;-4
"white";1;69;"resign";1812;1575;5;10;0;"C";"Usual";"Usual";363.6875;-4;2;0;-3;4;2;"castle";"castle";4;1
"white";1;31;"mate";1306;1409;3;10;0;"D";"Unusual";"Usual";-136.7085;-1;2;0;2;2;3;"no castle";"no castle";4;0
"black";1;34;"mate";1411;1953;7;10;0;"C";"Usual";"Usual";-827.8791;2;0;-3;-3;3;-4;"no castle";"no castle";-5;2
"white";0;57;"mate";1764;1411;5;10;0;"C";"Usual";"Usual";518.6117;-2;2;-4;-2;2;3;"castle";"castle";3;11
"white";1;57;"resign";1908;1414;3;10;0;"D";"Unusual";"Usual";748.1616;0;1;-5;-2;6;4;"castle";"castle";1;5
"white";1;57;"mate";1657;1384;4;10;0;"D";"Unusual";"Usual";389.7955;2;0;-3;-1;-1;2;"castle";"castle";-1;-6
"white";1;114;"resign";1570;1440;4;10;0;"D";"Unusual";"Usual";184.3738;-8;3;-10;5;2;1;"castle";"no castle";0;11
"white";1;27;"resign";1405;1437;3;10;0;"D";"Unusual";"Usual";-43.7261;-1;2;0;0;3;2;"no castle";"no castle";3;-7
"white";1;39;"resign";1670;1485;7;10;0;"D";"Unusual";"Usual";270.6524;0;-1;-2;4;0;2;"castle";"castle";0;0
"black";1;26;"resign";1487;2097;4;10;0;"D";"Unusual";"Usual";-973.14;0;1;1;0;-1;-2;"no castle";"castle";1;3
"white";1;55;"mate";1461;1388;3;10;0;"A";"Unusual";"Unusual";99.90777;0;-2;0;3;1;2;"castle";"no castle";1;-10
"white";0;35;"resign";1500;1505;8;150;8;"C";"Usual";"Unusual";-7.08359;0;0;1;1;0;0;"castle";"castle";1;9
"white";0;26;"resign";1496;1505;4;30;30;"B";"Usual";"Unusual";-12.73936;0;0;0;-6;4;1;"castle";"no castle";-2;-3
"white";1;33;"resign";1581;1545;4;10;0;"D";"Unusual";"Usual";52.34547;-4;1;3;0;0;1;"no castle";"no castle";5;8
"white";1;139;"mate";1714;1577;4;10;0;"D";"Unusual";"Usual";206.1761;-8;3;3;-2;-2;2;"castle";"castle";2;18
"white";1;67;"resign";1039;1070;3;15;15;"C";"Usual";"Usual";-35.35071;-7;3;2;-2;4;4;"castle";"castle";4;0
"black";1;118;"mate";1077;1299;1;10;6;"A";"Unusual";"Unusual";-271.4399;5;-7;15;4;-11;-2;"no castle";"no castle";-5;-8
"black";1;67;"resign";970;1065;2;180;180;"C";"Usual";"Usual";-106.1644;-5;6;-5;-2;3;2;"no castle";"no castle";4;-4
"black";1;104;"resign";1962;2091;9;7;3;"C";"Usual";"Usual";-224.4568;2;4;1;-4;0;-2;"castle";"castle";1;4
"white";1;73;"outoftime";1884;1870;5;5;5;"B";"Usual";"Usual";23.06848;-6;3;-1;3;0;1;"castle";"no castle";5;12
"white";1;85;"resign";1686;2166;9;15;0;"E";"Unusual";"Usual";-805.4287;-2;0;-2;8;4;0;"castle";"castle";0;1
"white";1;81;"outoftime";1348;1272;7;8;0;"C";"Usual";"Usual";98.64528;-3;0;0;0;0;0;"castle";"castle";1;4
"white";1;45;"mate";1257;1362;8;8;0;"C";"Usual";"Usual";-136.2539;-5;-2;0;7;3;1;"castle";"castle";4;4
"white";1;33;"mate";1352;1352;5;15;0;"C";"Usual";"Usual";0;0;-1;0;0;0;0;"castle";"castle";0;-2
"white";1;103;"resign";1546;1357;6;10;0;"C";"Usual";"Usual";261.8134;-13;1;16;0;-4;3;"castle";"castle";5;24
"black";1;59;"resign";1357;1369;7;10;0;"C";"Usual";"Usual";-15.96792;1;-7;1;9;-1;-1;"castle";"castle";0;3
"black";1;30;"mate";1371;1270;4;5;5;"C";"Usual";"Usual";131.7486;1;-2;0;2;-1;-1;"castle";"no castle";0;12
"black";1;27;"resign";1279;1363;5;5;5;"B";"Usual";"Usual";-109.599;0;2;-2;-2;2;2;"no castle";"castle";0;-7
"white";1;83;"resign";1354;1289;5;10;0;"B";"Usual";"Unusual";84.82881;0;2;-5;0;2;0;"castle";"castle";3;7
"black";1;76;"mate";1319;1343;3;10;0;"D";"Unusual";"Usual";-31.46206;5;0;0;2;3;-3;"castle";"castle";0;-7
"black";0;50;"resign";1500;1500;3;10;0;"B";"Usual";"Usual";0;0;1;-1;4;-3;-2;"castle";"castle";0;0
"white";0;53;"resign";1500;1500;5;10;0;"C";"Usual";"Usual";0;-8;1;-3;9;2;4;"castle";"no castle";7;12
"white";1;60;"resign";1948;1864;5;5;8;"B";"Usual";"Unusual";139.9136;2;-2;-2;3;-2;3;"castle";"castle";-3;-3
"black";1;23;"resign";1292;1947;4;5;8;"D";"Unusual";"Usual";-975.2267;0;3;-1;-1;2;-1;"castle";"no castle";1;0
"white";1;23;"outoftime";1941;1687;6;5;8;"B";"Usual";"Usual";408.6564;0;0;1;1;0;1;"castle";"castle";-1;0
"white";1;89;"mate";1938;1500;7;5;8;"C";"Usual";"Usual";679.0216;0;3;-6;4;1;3;"castle";"castle";-2;-5
"white";1;59;"mate";1925;1839;3;5;8;"B";"Usual";"Unusual";141.9716;-2;4;4;-1;1;0;"castle";"castle";3;-5
"black";1;92;"resign";1853;1912;12;5;8;"B";"Usual";"Usual";-97.41733;-7;1;10;-1;-2;-2;"castle";"no castle";4;15
"white";1;37;"resign";1898;1852;9;5;8;"B";"Usual";"Usual";75.73967;0;-2;-1;1;1;1;"castle";"castle";0;2
"black";1;62;"mate";1432;1895;3;5;8;"B";"Usual";"Usual";-701.9263;6;-3;-1;0;-5;0;"castle";"castle";-8;-11
"white";1;75;"resign";1916;1911;2;5;8;"D";"Unusual";"Usual";8.351326;-3;-1;0;1;4;2;"castle";"castle";2;-5
"black";1;24;"resign";1932;1839;12;5;8;"B";"Usual";"Usual";153.7283;0;0;0;0;3;-1;"no castle";"no castle";0;3
"white";1;17;"resign";1925;1698;4;5;8;"B";"Usual";"Unusual";364.8664;0;-5;0;2;1;0;"no castle";"no castle";-1;0
"black";1;66;"resign";1703;1916;5;5;8;"B";"Usual";"Usual";-342.1009;-2;4;-2;5;-4;-1;"castle";"castle";2;15
"white";1;29;"mate";1916;1072;3;5;8;"C";"Usual";"Usual";1191.284;-3;0;1;1;3;1;"castle";"no castle";3;-1
"white";1;63;"mate";1913;1463;2;5;8;"B";"Usual";"Unusual";689.0191;-3;-4;-1;4;2;-1;"castle";"castle";2;-5
"black";1;74;"resign";1465;1910;2;5;8;"B";"Usual";"Usual";-681.2261;4;0;1;-2;-3;-2;"castle";"castle";-3;-5
"black";1;54;"resign";1941;1605;3;5;8;"C";"Usual";"Usual";532.0864;0;-2;4;-1;-2;-1;"castle";"castle";-1;9
"black";1;22;"resign";1608;1936;3;5;8;"A";"Unusual";"Unusual";-519.2153;0;-4;1;2;0;-3;"castle";"no castle";-1;-2
"black";1;82;"resign";1576;1931;10;5;8;"B";"Usual";"Usual";-557.9041;4;-1;4;-6;-2;0;"castle";"castle";-2;-1
"white";1;53;"resign";1927;1565;4;5;8;"C";"Usual";"Unusual";567.2301;-3;2;-1;-1;3;0;"castle";"castle";2;-3
"black";1;84;"resign";1528;1519;4;10;0;"D";"Unusual";"Usual";12.86706;2;2;0;-3;-4;-1;"castle";"castle";-1;-1
"white";1;36;"resign";1669;1538;1;10;0;"A";"Unusual";"Unusual";193.7523;0;-4;-1;3;0;1;"castle";"castle";-1;-1
"black";1;45;"resign";1545;1658;2;10;0;"A";"Unusual";"Usual";-166.9904;0;3;1;-2;0;0;"castle";"castle";0;-3
"white";1;32;"resign";1607;1554;3;10;0;"B";"Usual";"Usual";77.63634;0;1;-3;-1;2;0;"castle";"castle";0;-3
"black";1;12;"resign";1564;1598;4;10;0;"D";"Unusual";"Usual";-49.81493;0;0;0;0;-1;0;"no castle";"no castle";0;1
"white";1;100;"resign";1635;1574;3;10;0;"B";"Usual";"Usual";90.25817;-5;0;-2;5;0;2;"castle";"castle";4;6
"white";1;61;"resign";1425;1589;2;10;0;"B";"Usual";"Usual";-232.797;5;-7;-4;2;6;-1;"no castle";"castle";-6;-10
"white";1;102;"resign";1570;1600;11;10;0;"B";"Usual";"Usual";-44.02838;-3;0;0;12;-2;2;"castle";"castle";7;-14
"black";1;62;"mate";1600;1636;5;10;0;"D";"Unusual";"Usual";-53.56693;-1;-1;2;1;2;0;"castle";"castle";1;-1
"white";1;89;"mate";1583;1622;4;10;0;"D";"Unusual";"Usual";-57.65793;0;1;5;-1;-4;0;"castle";"castle";0;6
"white";1;37;"resign";1370;1600;4;10;0;"B";"Usual";"Usual";-323.3621;2;-1;2;2;-1;0;"no castle";"castle";-5;1
"white";1;49;"resign";1593;1503;3;10;0;"A";"Unusual";"Unusual";130.0308;-6;7;0;0;1;3;"castle";"castle";9;8
"white";1;38;"resign";1573;1604;4;10;0;"D";"Unusual";"Usual";-45.56292;0;3;-2;-1;0;1;"no castle";"castle";0;3
"white";1;19;"outoftime";1596;1502;5;10;0;"D";"Unusual";"Usual";135.868;0;-3;0;1;2;0;"no castle";"no castle";0;1
"white";1;33;"resign";1500;1605;4;10;0;"B";"Usual";"Usual";-151.9941;0;1;0;2;2;0;"castle";"castle";2;1
"black";1;112;"outoftime";1635;1593;3;10;0;"D";"Unusual";"Usual";62.39112;-8;-1;-1;10;9;-1;"castle";"castle";4;-7
"white";1;12;"resign";1625;1603;3;10;0;"D";"Unusual";"Usual";32.68106;0;0;0;0;1;-1;"no castle";"no castle";0;0
"black";1;54;"resign";1610;1750;13;10;0;"E";"Unusual";"Usual";-213.6706;0;-1;1;2;2;0;"castle";"castle";0;-2
"white";1;53;"resign";1606;1620;11;10;0;"B";"Usual";"Usual";-20.7884;-1;-1;1;2;2;0;"castle";"castle";1;7
"white";1;71;"mate";1610;1606;10;10;0;"D";"Unusual";"Usual";5.927205;-1;11;-3;-8;0;3;"castle";"castle";-2;-19
"white";1;73;"resign";1599;1609;10;10;0;"D";"Unusual";"Usual";-14.79334;1;1;-2;0;2;2;"castle";"castle";-2;0
"black";1;56;"resign";1616;1588;7;10;0;"D";"Unusual";"Usual";41.3868;1;-1;-1;-4;4;-1;"castle";"castle";-1;-1
"white";1;50;"resign";1577;1594;8;10;0;"E";"Unusual";"Usual";-24.95466;-4;3;1;0;1;1;"castle";"castle";5;-4
"black";1;92;"outoftime";1712;1563;3;10;0;"B";"Usual";"Usual";223.5;-1;-4;-4;-2;12;-7;"no castle";"castle";-1;2
"white";1;41;"resign";1552;1567;7;10;0;"D";"Unusual";"Usual";-21.77822;0;-1;0;0;0;1;"castle";"castle";0;-3
"white";1;57;"resign";1540;1579;4;10;0;"D";"Unusual";"Usual";-56.62338;0;5;1;-7;2;2;"castle";"castle";1;-6
"black";1;64;"mate";1528;1530;3;10;0;"B";"Usual";"Usual";-2.866132;4;1;-4;2;-2;-2;"castle";"castle";-3;2
"white";1;41;"resign";1504;1541;7;10;0;"D";"Unusual";"Usual";-52.87508;0;0;-1;3;-1;-1;"castle";"castle";0;4
"black";1;56;"resign";1552;1530;2;10;0;"A";"Unusual";"Unusual";31.69031;2;1;-2;1;1;-4;"castle";"castle";-1;10
"black";1;50;"outoftime";1543;1456;4;10;0;"D";"Unusual";"Usual";123.0935;0;2;0;-2;-1;1;"castle";"castle";-2;-8
"white";1;55;"resign";1528;1708;4;10;0;"A";"Unusual";"Unusual";-267.8347;-1;-1;0;5;-3;0;"castle";"no castle";3;-1
"white";1;33;"resign";1532;1538;4;10;0;"D";"Unusual";"Usual";-8.620605;0;0;0;-2;2;1;"no castle";"castle";-2;-7
"white";1;41;"resign";1491;1541;2;10;0;"B";"Usual";"Usual";-71.25231;-1;5;0;0;1;1;"no castle";"no castle";4;-9
"black";1;56;"resign";1453;1533;3;10;0;"B";"Usual";"Usual";-112.8686;3;-2;-2;2;0;-3;"castle";"castle";-3;-4
"white";1;65;"resign";1527;1381;5;10;0;"D";"Unusual";"Usual";202.4725;0;3;-5;-1;5;1;"castle";"castle";0;-11
"black";1;38;"resign";1535;1602;9;10;0;"E";"Unusual";"Usual";-97.64806;0;1;-4;-2;2;-1;"castle";"castle";-1;6
"black";1;8;"resign";1576;1636;5;10;0;"A";"Unusual";"Unusual";-88.83405;0;0;0;0;0;-1;"no castle";"no castle";0;0
"black";1;8;"mate";1593;1348;3;10;0;"A";"Unusual";"Unusual";342.2594;0;-2;0;1;0;-1;"no castle";"no castle";0;0
"black";1;70;"mate";1606;1531;3;9;0;"A";"Unusual";"Unusual";109.3075;12;-3;3;-5;-7;-3;"castle";"castle";-14;-1
"black";1;72;"mate";1615;1678;2;8;0;"A";"Unusual";"Unusual";-94.84978;5;-5;8;-6;0;-4;"castle";"castle";-4;-3
"white";1;59;"resign";1675;1624;6;8;0;"B";"Usual";"Unusual";76.87754;0;-5;-3;6;-4;0;"castle";"castle";0;-2
"black";1;88;"mate";1635;1625;5;8;0;"A";"Unusual";"Unusual";14.95373;9;-5;-5;3;1;-6;"castle";"castle";-7;-13
"white";1;77;"outoftime";1625;1619;2;8;0;"A";"Unusual";"Unusual";8.942628;8;-2;0;-1;-1;0;"no castle";"castle";-8;-15
"white";1;87;"mate";1612;1680;3;8;0;"A";"Unusual";"Unusual";-102.3566;5;1;-1;-2;2;1;"castle";"no castle";-1;2
"black";1;38;"mate";1620;1709;2;8;0;"A";"Unusual";"Unusual";-134.9824;0;-2;0;-1;0;1;"castle";"castle";2;5
"black";1;50;"mate";1637;1408;5;10;2;"A";"Unusual";"Unusual";327.2539;-1;3;-1;3;1;2;"castle";"no castle";0;1
"black";1;40;"resign";1636;1614;2;5;8;"A";"Unusual";"Unusual";32.83035;0;0;2;-3;-4;0;"castle";"castle";0;-6
"black";1;30;"resign";1620;1817;4;10;5;"A";"Unusual";"Unusual";-305.3439;1;-1;-1;0;-2;0;"castle";"castle";-1;-6
"white";1;63;"mate";1588;1632;4;8;0;"D";"Unusual";"Usual";-65.25355;-1;0;-1;-2;0;-1;"castle";"castle";0;2
"white";1;71;"mate";1619;1644;4;5;5;"D";"Unusual";"Usual";-37.40746;7;-2;-4;-3;-1;-2;"no castle";"castle";-6;-19
"black";1;125;"resign";1653;1716;3;8;5;"A";"Unusual";"Unusual";-96.32665;6;-3;-3;2;4;-2;"castle";"castle";1;-19
"white";1;21;"resign";1783;1660;5;5;8;"D";"Unusual";"Usual";190.8738;0;2;0;-4;0;-1;"no castle";"no castle";0;0
"white";1;79;"mate";1806;1667;6;5;8;"B";"Usual";"Unusual";216.9892;-6;4;1;-3;0;1;"castle";"castle";4;-5
"white";0;39;"resign";1667;1352;4;5;5;"A";"Unusual";"Unusual";447.6265;0;2;-2;-1;-3;0;"castle";"castle";0;-5
"black";1;88;"mate";1751;1744;2;10;0;"A";"Unusual";"Usual";10.97502;2;2;-3;-3;1;1;"castle";"castle";-3;-2
"white";1;55;"resign";1711;1757;6;10;0;"A";"Unusual";"Usual";-71.73843;0;-1;0;-2;2;-1;"castle";"castle";1;2
"black";1;88;"resign";1768;1743;3;10;0;"C";"Usual";"Usual";39.31986;5;1;-3;2;-1;0;"castle";"castle";-1;0
"white";1;67;"resign";1581;1798;5;15;0;"D";"Unusual";"Usual";-332.4611;0;6;-3;-4;3;0;"castle";"castle";2;4
"white";1;19;"resign";1572;1454;2;8;0;"A";"Unusual";"Unusual";167.9371;0;0;-1;1;0;1;"castle";"castle";0;-1
"black";1;44;"outoftime";1606;1571;4;10;0;"D";"Unusual";"Usual";51.44201;1;0;1;-2;-2;-3;"no castle";"castle";0;2
"white";1;53;"resign";1563;1462;5;10;0;"D";"Unusual";"Usual";143.7116;-5;4;-1;0;5;7;"no castle";"no castle";7;-1
"black";1;24;"resign";1468;1553;4;10;0;"D";"Unusual";"Usual";-120.8405;0;-3;0;3;-1;0;"no castle";"castle";-1;1
"black";1;90;"resign";1562;1651;7;10;0;"D";"Unusual";"Usual";-131.798;-4;-3;7;2;-4;-1;"castle";"no castle";1;-3
"black";1;14;"resign";1570;1705;6;10;0;"D";"Unusual";"Usual";-202.5;0;-2;0;1;1;-2;"no castle";"no castle";0;1
"black";1;13;"resign";913;1058;4;15;0;"C";"Usual";"Usual";-159.178;0;0;0;1;-2;-1;"no castle";"no castle";-1;0
"white";1;39;"resign";1154;920;2;17;0;"B";"Usual";"Unusual";264.3146;-1;1;0;2;0;3;"no castle";"no castle";0;-1
"white";1;40;"resign";1417;921;2;6;6;"A";"Unusual";"Unusual";600.6465;0;-2;0;4;0;1;"castle";"no castle";2;7
"black";1;58;"resign";930;1099;2;20;0;"C";"Usual";"Usual";-188.5481;4;-12;1;1;2;-6;"no castle";"no castle";-8;0
"white";1;19;"resign";1208;936;2;10;8;"B";"Usual";"Unusual";313.1104;0;0;0;0;2;2;"no castle";"no castle";-1;-10
"black";1;21;"resign";944;1151;7;20;0;"C";"Usual";"Usual";-235.1576;0;-1;1;0;0;-3;"castle";"no castle";-1;-8
"black";1;14;"resign";948;1271;6;5;8;"C";"Usual";"Unusual";-379.2909;0;2;0;-2;-1;-1;"no castle";"no castle";-1;8
"black";1;45;"resign";951;1367;7;15;15;"C";"Usual";"Usual";-501.2017;3;1;-1;-2;-1;0;"no castle";"no castle";-3;5
"white";1;24;"resign";1200;958;3;13;5;"B";"Usual";"Usual";279.6212;0;1;0;-4;0;0;"no castle";"no castle";1;-1
"black";1;27;"resign";999;967;4;5;8;"C";"Usual";"Usual";35.07958;-2;3;1;-4;3;-2;"no castle";"no castle";2;1
"white";1;7;"mate";1470;1001;3;15;0;"B";"Usual";"Usual";587.1903;0;2;0;-1;1;1;"no castle";"no castle";0;0
"white";1;49;"mate";967;1491;5;15;0;"C";"Usual";"Usual";-653.9494;2;0;1;0;-3;-2;"no castle";"no castle";-1;6
"white";1;23;"resign";1490;969;2;15;0;"B";"Usual";"Usual";650.3661;-1;7;0;-3;0;4;"no castle";"no castle";2;0
"black";1;28;"resign";976;1226;6;7;8;"C";"Usual";"Usual";-292.2579;-2;1;2;0;0;-2;"castle";"no castle";2;15
"white";1;9;"mate";1240;982;3;15;8;"B";"Usual";"Usual";303.2017;0;2;0;-2;1;1;"no castle";"no castle";0;0
"white";1;37;"resign";1421;985;4;15;0;"B";"Usual";"Usual";537.1326;1;-1;0;3;-4;0;"castle";"no castle";0;-2
"black";0;48;"mate";985;1172;2;30;5;"B";"Usual";"Unusual";-216.0133;9;-12;0;3;1;-4;"no castle";"no castle";-8;1
"white";0;25;"mate";1172;985;2;30;5;"A";"Unusual";"Unusual";216.0133;-1;1;0;-4;0;3;"no castle";"no castle";0;0
"white";1;20;"resign";1299;991;3;15;5;"C";"Usual";"Usual";368.422;-1;-1;0;4;0;2;"no castle";"no castle";3;4
"white";1;69;"resign";967;1078;3;10;2;"C";"Usual";"Usual";-124.3871;13;-7;-2;-3;0;-3;"castle";"castle";-13;-9
"white";1;53;"resign";1427;970;7;180;0;"C";"Usual";"Usual";561.735;-4;4;0;-1;-2;8;"castle";"no castle";4;2
"black";1;62;"mate";1289;1732;3;10;0;"C";"Usual";"Usual";-629.7924;1;-3;0;-3;1;-8;"castle";"castle";0;12
"white";1;55;"resign";1940;1738;3;10;0;"C";"Usual";"Usual";328.1098;-1;1;1;2;-3;3;"castle";"castle";0;-4
"black";1;102;"mate";1927;1718;3;10;0;"C";"Usual";"Usual";337.3526;13;-11;-1;2;-3;-3;"no castle";"castle";-8;-22
"white";1;57;"resign";1706;1700;5;10;0;"D";"Unusual";"Usual";9.242443;0;0;3;1;1;0;"castle";"castle";-1;0
"white";1;41;"outoftime";1696;1623;5;10;0;"E";"Unusual";"Usual";110.4907;1;-3;4;0;0;1;"no castle";"no castle";-1;-6
"white";1;41;"mate";1906;1702;3;10;0;"C";"Usual";"Usual";326.9537;-3;1;0;3;-1;0;"castle";"castle";4;9
"white";1;123;"resign";1694;1545;3;10;0;"A";"Unusual";"Unusual";221.8455;-16;7;5;-4;3;3;"castle";"castle";2;-1
"white";1;73;"outoftime";1685;1579;4;10;0;"D";"Unusual";"Usual";158.6403;0;1;-5;2;5;4;"no castle";"no castle";2;16
"white";1;45;"resign";1957;1688;6;10;0;"D";"Unusual";"Usual";434.2002;-1;1;0;1;0;2;"castle";"castle";0;1
"white";1;75;"resign";1922;1693;8;10;0;"C";"Unusual";"Usual";367.516;0;-1;-1;5;-3;-1;"castle";"castle";0;8
"white";1;77;"mate";1692;1219;4;10;0;"D";"Unusual";"Usual";656.3933;-8;-1;9;0;3;6;"castle";"no castle";5;16
"white";1;123;"resign";1840;1699;7;10;0;"C";"Usual";"Usual";222.9818;1;2;-6;2;0;1;"castle";"castle";1;-3
"black";1;88;"outoftime";1720;1383;6;10;0;"A";"Unusual";"Unusual";487.6209;-2;3;2;-6;3;1;"castle";"castle";0;-9
"white";1;75;"resign";1716;1732;5;10;0;"C";"Usual";"Usual";-24.85379;-3;-1;7;-8;3;0;"castle";"castle";0;18
"black";1;36;"outoftime";1754;1263;2;10;0;"A";"Unusual";"Usual";697.426;1;-4;1;3;0;-1;"castle";"no castle";-2;1
"white";1;45;"resign";2021;1759;5;10;0;"C";"Usual";"Usual";433.8112;-1;2;-3;-1;4;2;"castle";"castle";3;8
"white";1;97;"mate";1740;1920;10;10;0;"E";"Unusual";"Usual";-291.3757;4;0;6;-15;3;0;"castle";"castle";-4;-4
"white";1;85;"resign";1695;1754;8;10;0;"C";"Usual";"Usual";-91.66656;-1;-3;9;0;0;0;"castle";"castle";2;-7
"white";1;41;"resign";1735;1929;10;10;0;"E";"Unusual";"Usual";-314.2776;0;-2;0;0;1;0;"castle";"castle";-1;-12
"black";1;22;"resign";1615;1727;3;10;0;"C";"Usual";"Usual";-170.3146;1;2;0;-1;-3;0;"no castle";"no castle";-1;4
"black";1;48;"resign";1731;1978;14;10;0;"E";"Unusual";"Usual";-403.5654;0;-1;1;-5;5;0;"castle";"castle";0;-10
"white";1;61;"resign";1905;1738;5;10;0;"C";"Usual";"Usual";269.4562;-1;3;1;-3;2;3;"castle";"castle";4;0
"white";1;74;"resign";1731;1560;4;10;0;"D";"Unusual";"Usual";257.3439;-1;-5;2;5;-2;1;"castle";"castle";2;-3
"white";1;41;"resign";1721;1661;6;10;0;"E";"Unusual";"Usual";91.98026;-2;1;2;1;5;3;"castle";"castle";2;3
"white";1;101;"resign";1912;1713;3;10;0;"C";"Usual";"Usual";319.9837;3;2;0;-3;-3;0;"castle";"castle";-2;19
"white";1;99;"resign";1898;1719;11;10;0;"C";"Usual";"Usual";287.3828;-3;-1;-2;2;5;0;"castle";"castle";1;7
